completed | 00001_amaru | 余る | general | godan verb
pending | 11023_someiyoshino | 染井吉野 | general | noun
pending | 11024_sumuuzu | スムーズ | general | adjective (na)
pending | 11025_zerii | ゼリー | general | noun
pending | 11026_soro | ソロ | general | noun
pending | 11027_sooseeji | ソーセージ | general | noun
pending | 11028_denpun | デンプン | general | noun
pending | 11029_chikin | チキン | general | noun
pending | 11030_seebu | セーブ | general | noun, verb (suru)
pending | 11031_zenekon | ゼネコン | general | noun
pending | 11032_sooda | ソーダ | general | noun
pending | 11033_zoon | ゾーン | general | noun
pending | 11034_tagu | タグ | general | noun
pending | 11035_tawaa | タワー | general | noun
pending | 11036_taagetto | ターゲット | general | noun
pending | 11037_taaminaru | ターミナル | general | noun
pending | 11038_daiyamondo | ダイヤモンド | general | noun
pending | 11039_damii | ダミー | general | noun
pending | 11040_chesu | チェス | general | noun
pending | 11041_cheenten | チェーン店 | general | noun
pending | 11042_chaato | チャート | general | noun
pending | 11043_tsuiito | ツイート | general | noun, verb (suru)
pending | 11044_tsuuru | ツール | general | noun
pending | 11045_topikku | トピック | general | noun
pending | 11046_sutaffu | スタッフ | general | noun
pending | 11047_suteeji | ステージ | general | noun
pending | 11048_supiido | スピード | general | noun
pending | 11049_supeesu | スペース | general | noun
pending | 11050_seerusu | セールス | general | noun
pending | 11051_janpu | ジャンプ | general | noun, verb (suru)
pending | 11052_jooku | ジョーク | general | noun
pending | 11053_sutaato | スタート | general | noun, verb (suru)
pending | 11054_supaisu | スパイス | general | noun
pending | 11055_yakuhin | 薬品 | general | noun
pending | 11056_kitaguchi | 北口 | general | noun
pending | 11057_kakusha | 各社 | general | noun
pending | 11058_hokenryou | 保険料 | general | noun
pending | 11059_sankahi | 参加費 | general | noun
pending | 11060_shouyou | 商用 | general | noun
pending | 11061_yoteihyou | 予定表 | general | noun
pending | 11062_aku | 空く | general | godan verb (intransitive)
pending | 11063_ongaeshi | 恩返し | general | noun
pending | 11064_mikaeri | 見返り | general | noun
pending | 11065_doronuma | 泥沼 | general | noun
pending | 11066_tsukurou | 繕う | general | verb (godan)
pending | 11067_bankuruwase | 番狂わせ | general | noun
pending | 11068_yobousesshu | 予防接種 | general | noun
pending | 11069_karute | カルテ | general | noun
pending | 11070_monshin | 問診 | general | noun, verb (suru)
pending | 11071_ganka | 眼科 | general | noun
pending | 11072_shika | 歯科 | general | noun
pending | 11073_hifuka | 皮膚科 | general | noun
pending | 11074_saiketsu | 採血 | general | noun, verb (suru)
pending | 11075_kadan | 花壇 | general | noun
pending | 11076_jisonshin | 自尊心 | general | noun
pending | 11077_akka | 悪化 | general | noun, verb (suru)
pending | 11078_fumin | 不眠 | general | noun
pending | 11079_jukusui | 熟睡 | general | noun, verb (suru)
pending | 11080_hikoku | 被告 | general | noun
pending | 11081_shakoujirei | 社交辞令 | general | noun
pending | 11082_bouchou | 膨張 | general | noun, verb (suru)
pending | 11083_torihikisaki | 取引先 | general | noun
pending | 11084_ketsuro | 結露 | general | noun, verb (suru)
pending | 11085_genkoku | 原告 | general | noun
pending | 11086_kensatsu | 検察 | general | noun
pending | 11087_choueki | 懲役 | general | noun
pending | 11088_shougen | 証言 | general | noun, verb (suru)
pending | 11089_kouseibusshitsu | 抗生物質 | general | noun
pending | 11090_shoshin | 初診 | general | noun
pending | 11091_toushitsu | 糖質 | general | noun
pending | 11092_shishitsu | 脂質 | general | noun
pending | 11093_shinchintaisha | 新陳代謝 | general | noun
pending | 11094_kaisen | 回線 | general | noun
pending | 11095_taikan | 体幹 | general | noun
pending | 11096_hanpuku | 反復 | general | noun, verb (suru)
pending | 11097_kankonsousai | 冠婚葬祭 | general | noun
pending | 11098_shuushi | 修士 | general | noun
pending | 11099_moshi | 模試 | general | noun
pending | 11100_kessai | 決裁 | general | noun, verb (suru)
pending | 11101_chakkou | 着工 | general | noun, verb (suru)
pending | 11102_shiki | 指揮 | general | noun, verb (suru)
pending | 11103_fumen | 譜面 | general | noun
pending | 11104_haisui | 排水 | general | noun, verb (suru)
pending | 11105_moetsuki | 燃え尽き | general | noun
pending | 11106_chisso | 窒素 | general | noun
pending | 11107_shinkokuka | 深刻化 | general | noun, verb (suru)
pending | 11108_choukika | 長期化 | general | noun, verb (suru)
pending | 11109_nairan | 内覧 | general | noun, verb (suru)
pending | 11110_koma | コマ | general | noun
pending | 11111_nira | ニラ | general | noun
pending | 11112_ninja | 忍者 | general | noun
pending | 11113_hame | 羽目 | general | noun
pending | 11114_barasu | ばらす | general | verb (godan)
pending | 11115_ponzu | ポン酢 | general | noun
pending | 11116_yamaba | 山場 | general | noun
pending | 11117_haadoru | ハードル | general | noun
pending | 11118_baketsu | バケツ | general | noun
pending | 11119_batsuichi | バツイチ | general | noun
pending | 11120_baburu | バブル | general | noun
pending | 11121_beteran | ベテラン | general | noun
pending | 11122_pafe | パフェ | general | noun
pending | 11123_purin | プリン | general | noun
pending | 11124_furai | フライ | general | noun
pending | 11125_furooringu | フローリング | general | noun
pending | 11126_doresshingu | ドレッシング | general | noun
pending | 11127_doonatsu | ドーナツ | general | noun
pending | 11128_pirikara | ピリ辛 | general | adjective (no-adjective)
pending | 11129_mayoneezu | マヨネーズ | general | noun
pending | 11130_menma | メンマ | general | noun
pending | 11131_burokkorii | ブロッコリー | general | noun
pending | 11132_piiman | ピーマン | general | noun
pending | 11133_yooguruto | ヨーグルト | general | noun
pending | 11134_maguro | マグロ | general | noun
pending | 11135_hirame | ヒラメ | general | noun
pending | 11136_yomogi | ヨモギ | general | noun
pending | 11137_nouhau | ノウハウ | general | noun
pending | 11138_nyuansu | ニュアンス | general | noun
pending | 11139_manaa | マナー | general | noun
pending | 11140_biniiru | ビニール | general | noun
pending | 11141_famiresu | ファミレス | general | noun
pending | 11142_mentaru | メンタル | general | noun
pending | 11143_pinchi | ピンチ | general | noun
pending | 11144_hinto | ヒント | general | noun
pending | 11145_mashi | まし | general | na-adjective / noun
pending | 11146_nasu | ナス | general | noun
pending | 11147_dorai | ドライ | general | na-adjective / noun
pending | 11148_doriru | ドリル | general | noun
pending | 11149_furagu | フラグ | general | noun
pending | 11150_mania | マニア | general | noun
pending | 11151_neitibu | ネイティブ | general | noun / na-adjective
pending | 11152_hoomusentaa | ホームセンター | general | noun
pending | 11153_bariafurii | バリアフリー | general | noun / na-adjective
pending | 11154_bebiikaa | ベビーカー | general | noun
pending | 11155_patishie | パティシエ | general | noun
pending | 11156_byuffe | ビュッフェ | general | noun
pending | 11157_pafoomansu | パフォーマンス | general | noun
pending | 11158_meekaa | メーカー | general | noun
pending | 11159_mochiifu | モチーフ | general | noun
pending | 11160_muudo | ムード | general | noun
pending | 11161_hitto | ヒット | general | noun / verb (suru)
pending | 11162_bijinesu | ビジネス | general | noun
pending | 11163_meiku | メイク | general | noun / verb (suru)
pending | 11164_mein | メイン | general | noun / pre-noun adjectival
pending | 11165_media | メディア | general | noun
pending | 11166_menyuu | メニュー | general | noun
pending | 11167_fasshon | ファッション | general | noun
pending | 11168_ferii | フェリー | general | noun
pending | 11169_hooru | ホール | general | noun
pending | 11170_poteto | ポテト | general | noun
pending | 11171_panikku | パニック | general | noun
pending | 11172_furiizu | フリーズ | general | noun / verb (suru)
pending | 11173_peesu | ペース | general | noun
pending | 11174_piiku | ピーク | general | noun
pending | 11175_nenga | 年賀 | general | noun
pending | 11176_hayame | 早め | general | noun
pending | 11177_shifuku | 私服 | general | noun
pending | 11178_muchi | 鞭 | general | noun
pending | 11179_shuukanshi | 週刊誌 | general | noun
pending | 11180_heisei | 平成 | general | noun
pending | 11181_reiwa | 令和 | general | noun
pending | 11182_ryou | 両 | general | counter
pending | 11183_ichiyaku | 一躍 | general | adverb
pending | 11184_ichimen | 一面 | general | noun / adverb
pending | 11185_hitosuji | 一筋 | general | noun / adjective (な)
pending | 11186_ikkiuchi | 一騎打ち | general | noun
pending | 11187_joujou | 上々 | general | na-adjective
pending | 11188_joui | 上位 | general | noun
pending | 11189_joujou_b | 上場 | general | noun / verb (する)
pending | 11190_nanakusa | 七草 | general | noun
pending | 11191_randoseru | ランドセル | general | noun
pending | 11192_rihabiri | リハビリ | general | noun / verb (する)
pending | 11193_rebyuu | レビュー | general | noun / verb (する)
pending | 11194_rentaru | レンタル | general | noun / verb (する)
pending | 11195_rankingu | ランキング | general | noun
pending | 11196_ranchi | ランチ | general | noun
pending | 11197_raibaru | ライバル | general | noun
pending | 11198_ribingu | リビング | general | noun
pending | 11199_risetto | リセット | general | noun / verb (する)
pending | 11200_rejaa | レジャー | general | noun
pending | 11201_waiwai | ワイワイ | general | adverb, onomatopoeia
pending | 11202_uwanose | 上乗せ | general | noun / verb (する)
pending | 11203_ippen | 一変 | general | noun / verb (する)
pending | 11204_ichiritsu | 一律 | general | noun / adverb
pending | 11205_ranobe | ラノベ | general | noun
pending | 11206_rabukome | ラブコメ | general | noun
pending | 11207_renchin | レンチン | general | noun / suru verb
pending | 11208_rankuin | ランクイン | general | noun / suru verb
pending | 11209_roman | ロマン | general | noun
pending | 11210_wanman | ワンマン | general | noun / na-adjective
pending | 11211_rinobeeshon | リノベーション | general | noun / suru verb
pending | 11212_ripiitaa | リピーター | general | noun
pending | 11213_beesuappu | ベースアップ | general | noun / suru verb
pending | 11214_chaamupointo | チャームポイント | general | noun
pending | 11215_pinpointo | ピンポイント | general | noun / na-adjective
pending | 11216_ronguseraa | ロングセラー | general | noun
pending | 11217_ronguran | ロングラン | general | noun
pending | 11218_roorumoderu | ロールモデル | general | noun
pending | 11219_rentogen | レントゲン | general | noun
pending | 11220_raitoappu | ライトアップ | general | noun / suru verb
pending | 11221_rasshu | ラッシュ | general | noun
pending | 11222_risupekuto | リスペクト | general | noun / suru verb
pending | 11223_rosu | ロス | general | noun
pending | 11224_repaatorii | レパートリー | general | noun
pending | 11225_roomaji | ローマ字 | general | noun
pending | 11226_monokuro | モノクロ | general | noun / na-adjective
pending | 11227_raayu | ラー油 | general | noun
